id_str	created_at	screen_name	text	user_followers	sentiment	funcionality	client_attention
153653000000000	Mon Jun 13 22:58:55 +0000 2022	KveikurPris	#Patrocinada Tips para lograr #fotos profesionales con tu teléfono #Huawei https://t.co/T4DbFMyF7x	1660	0	0	0
153653000000000	Mon Jun 13 22:52:31 +0000 2022	ferxx17	¿Ustedes creen que es cool trabajar con Huawei? No, amigos, son como la novia que te dice que no sabe a dónde quiere ir a comer y le das opciones y a todas te dice que no. ???? https://t.co/4tzBH8Ykes	559	0	0	1
153653000000000	Mon Jun 13 22:50:20 +0000 2022	La_Republica	??Obtén un rendimiento superior y mejores resultados con los equipos de Huawei. Cotiza con nosotros a: Luis.Laime@Nexsysla.com https://t.co/8OVgLNIZWS	188579	0	0	0
153653000000000	Mon Jun 13 22:46:07 +0000 2022	IvanNavaMx	La tecnología de Huawei hace más fácil para los usuarios el poder cuidar todos los aspectos necesarios de manera inteligente, desde lo físico hasta lo mental. #ContactoEconómico #Huawei #HuaweiSalud #app #bienestar https://t.co/TGdg12uZFg	29111	0	0	0
153653000000000	Mon Jun 13 21:58:02 +0000 2022	topdescuentostg	RT @UsuarioIncomodo: Ya van dos semanas que sigo esperando respuesta de Huawei, prometen cupones y cuando los pides te ignoran por teléfono…	95	0	0	1
153653000000000	Mon Jun 13 21:52:32 +0000 2022	BoliviaNueva1	RT @UsuarioIncomodo: Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Pr…	742	0	0	1
153653000000000	Mon Jun 13 21:36:22 +0000 2022	HuaweiEntMX	Huawei Watch Fit Nueva revisión https://t.co/o0rRzrJ6lg	4139	0	0	0
153653000000000	Mon Jun 13 21:35:49 +0000 2022	RaynerDurango	Me gusta el Samsung galaxy s22 o el Huawei 50. Pero paaaaaabre ?? Cuando trabaje será ??	347	1	1	0
153653000000000	Mon Jun 13 21:23:57 +0000 2022	innersun_	@ifrnb Las dos cosas si pudieran ser regaladas, pues mejor. Sino, pues una pulsera reloj de Xiaomi, Samsung o Huawei, y unos auriculares AriPods de Aliexpress (algo es algo por lo menos)	98	0	0	0
153653000000000	Mon Jun 13 20:57:17 +0000 2022	Muwe7	RT @paosorsha: Desde hace unos días he cambiado a internet Win, sin costo de instalación y con un amplificador de señal de Huawei incluido.…	127	0	0	0
153653000000000	Mon Jun 13 20:40:04 +0000 2022	Zicutake	Whatsapp me pide actualización de versión pero, según yo, todavía no esta disponible la apk.  No compren Huawei sin Google Play. https://t.co/C1I1xVrOR4	2017	0	1	0
153653000000000	Mon Jun 13 20:32:37 +0000 2022	peruenlanoticia	Contra la lógica sigo ocupando voz a texto que escribe cualquier hueva, se come palabras o las cambia por otras fonéticamente similares. Ya no es culpa de Huawei, es de quien insiste.  :v https://t.co/60Trlc1S6O	56201	0	1	0
153653000000000	Mon Jun 13 20:16:22 +0000 2022	TransMilenio	@angelarubii_ Xiaomi y Huawei son muy invasivos con sus apps.	1974596	0	1	0
153653000000000	Mon Jun 13 19:43:08 +0000 2022	HuaweiMobileMx	No te preocupes, también puedes inscribirte como Huawei Developer para que puedas asistir a Webinars donde expertos nos estarán comentando sobre su experiencia en el desarrollo de APPS. Además, estaremos sorteando 5 Watch Fit entre todos los inscritos. https://t.co/a2B0rSOqFr	197869	0	0	0
153653000000000	Mon Jun 13 19:42:53 +0000 2022	Tecnohaus	La condición es que la APP tenga integrada servicios móviles de Huawei, y que funcione en un dispositivo móvil de la marca. https://t.co/taOuhmr603	8317	0	0	0
153653000000000	Mon Jun 13 19:22:13 +0000 2022	TrwDmch	@ushcala Por otra parte, el tema de la seguridad e integridad y utilización de los datos definitivamente es algo que debe regularse, esto es una necesidad a nivel mundial, mientras el INEC analiza el estado económico de la población, google, HUAWEI apple,	5	0	0	0
153653000000000	Mon Jun 13 19:21:07 +0000 2022	cuscatlanmarket	RT @UsuarioIncomodo: Ya van dos semanas que sigo esperando respuesta de Huawei, prometen cupones y cuando los pides te ignoran por teléfono…	30	0	0	1
153653000000000	Mon Jun 13 19:20:36 +0000 2022	karinardgz_	RT @UsuarioIncomodo: Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Pr…	378	0	0	1
153653000000000	Mon Jun 13 19:15:00 +0000 2022	tmasnews	RT @NiusGeekCom: Reseña del Watch Kids 4 Pro: Huawei apuesta por el control parental, pero descuida el tamaño https://t.co/x3PQaz8WE8	540	0	0	0
153653000000000	Mon Jun 13 19:11:46 +0000 2022	racor12	RT @dpl_news: #DPLNews ?? Jefes de Estado firman Agenda Digital en Cumbre de las Américas   Altán Redes “ya es de la nación”: AMLO - https:/…	3	0	0	0
153653000000000	Mon Jun 13 19:06:34 +0000 2022	Juankchs	#DPLNews ?? Jefes de Estado firman Agenda Digital en Cumbre de las Américas   Altán Redes “ya es de la nación”: AMLO - https://t.co/1rJVnhsvyO https://t.co/Oeu1WHCAMq	311	0	1	0
153653000000000	Mon Jun 13 18:23:25 +0000 2022	Mjurana2	RT @Locuras_del_ing: #HuaweiNoCumple ya llevo 9 días de mi cancelación de mis monitores y no veo alguna solución por parte de Huawei, prome…	61	0	0	1
153653000000000	Mon Jun 13 18:21:13 +0000 2022	abiabam7	RT @UsuarioIncomodo: Ya van dos semanas que sigo esperando respuesta de Huawei, prometen cupones y cuando los pides te ignoran por teléfono…	434	0	0	1
153653000000000	Mon Jun 13 18:15:31 +0000 2022	chollosyoferta	@daniospi_1 ¡Hola! Nos encanta tu comentario, esperamos que sigas compartiendo tu experiencia Huawei con toda nuestra comunidad ¡Gracias por tu preferencia! ??	2481	0	0	0
153653000000000	Mon Jun 13 18:11:56 +0000 2022	HuaweiLatam	RT @UsuarioIncomodo: Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Pr…	85310	0	0	1
153653000000000	Mon Jun 13 18:08:42 +0000 2022	Toxyc_Gentleman	Características que debemost tener en cuenta al momento de comprar Smartphones de gama premium. #MWC22  @Huawei  https://t.co/yLZqOdGSfx	248	0	0	0
153653000000000	Mon Jun 13 18:05:05 +0000 2022	edavmg	Llévate un Huawei #Nova9SE con #Amigokit  y recibe gigas para navegar con papá en la red de #Telcel.  ??????????  ??   Consulta términos y condiciones en ?? https://t.co/tBunjNn0F3 https://t.co/s3sbA4oyjt	2	0	0	0
153653000000000	Mon Jun 13 18:04:13 +0000 2022	edavmg	Goey pinche samsung, duró más mi relación más reciente que la carga de tu la pila. Extraño mi Huawei.	2	1	1	0
153653000000000	Mon Jun 13 18:00:49 +0000 2022	grekap	RT @peregringifs: Belinda es imagen para Huawei Mobile Mx. https://t.co/wscVdXa4cX	5495	0	0	0
153653000000000	Mon Jun 13 18:00:05 +0000 2022	bekiaes	@angelarubii_ Si usas las app de Google, te aconsejo que no compres HUAWEI, nada amigable con su sistema operativo.	18870	0	1	0
153653000000000	Mon Jun 13 17:51:33 +0000 2022	aunciertopunto	Producto recomendado en Aliexpress dentro del programa de afiliados...  Trípode de teléfono de 40 pulgadas para Xiaomi HUAWEI iPhoen smartphone con control remoto inalámbrico y soporte para teléfono. Trípode ligero de cámara universal Soporte  https://t.co/bRuaGcjRGf	954	0	0	0
153653000000000	Mon Jun 13 17:48:54 +0000 2022	evasarabialopez	RT @SPRMexico: Explora @MxPlayTV, la plataforma del #SPR para #Android, #iOS y #Huawei creada con el objetivo de preservar y difundir los c…	481	0	0	0
153653000000000	Mon Jun 13 17:48:08 +0000 2022	villa2016mx	Parece chiste, pero esta es la razón por la que no compro huawei o xiaomi ?? que me escuchen los gringos y surcoreanos no me preocupa. https://t.co/ctYnhl8TJb	120	0	1	0
153653000000000	Mon Jun 13 17:45:04 +0000 2022	joastorga	RT @UsuarioIncomodo: Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Pr…	568	0	0	1
153653000000000	Mon Jun 13 17:41:42 +0000 2022	atreide73	@ifrnb Ni 24 horas???, madre del señor eso chupa y mucho!!!!! Me estaba pensando en cambiarme al Apple Watch pero me da que voy a seguir con mi Huawei Watch 3, bateria 1 semana y hace lo mismo que el Apple Watch!!!!! Es una pena que Apple no invierta mas 	3182	1	1	0
153653000000000	Mon Jun 13 17:29:54 +0000 2022	maperbim1979	@Karenvgomezm Han no existe una marca perfecta, estás siempre depende de tus necesidades y presupuesto, pero te recomiendo Asus (no sé si escribe así), Huawei y Apple.	353	1	1	0
153653000000000	Mon Jun 13 17:09:04 +0000 2022	Pixelania	Luego de 2 años vuelve Huawei al hogar argentino: qué productos comercializará https://t.co/0Pa2730Px9	88807	0	0	0
153653000000000	Mon Jun 13 17:08:08 +0000 2022	AkiTov900	?? ¡Última llamada! ¿Quieres asistir al conciertazo de Marlon en Madrid?  Te invitamos a su show en La Riviera el 25 de junio. Suscríbete a HUAWEI Music ?? y podrás ganar 2 entradas.  Todo lo que necesitas saber ??   https://t.co/I0HorzwCvY	1073	0	0	0
153653000000000	Mon Jun 13 17:07:39 +0000 2022	Pixelania	Huawei completa en Chile toda su nueva serie P50 https://t.co/f9TuMcvY6H	88807	0	0	0
153653000000000	Mon Jun 13 17:04:02 +0000 2022	TecnoBinaria	RT @Locuras_del_ing: #HuaweiNoCumple ya llevo 9 días de mi cancelación de mis monitores y no veo alguna solución por parte de Huawei, prome…	343	0	0	1
153653000000000	Mon Jun 13 17:00:34 +0000 2022	niko_store	RT @UsuarioIncomodo: Ya van dos semanas que sigo esperando respuesta de Huawei, prometen cupones y cuando los pides te ignoran por teléfono…	122	0	0	1
153653000000000	Mon Jun 13 17:00:23 +0000 2022	iproup	RT @UsuarioIncomodo: Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Pr…	8311	0	0	1
153653000000000	Mon Jun 13 17:00:01 +0000 2022	HuaweiMobileESP	Los clientes son un chiste para Huawei, primero ofrecen una cosa y después se echan para atrás.   Se nota que ni a @Profeco respetan. #HuaweiNoCumple https://t.co/n7RewJYjt9	258982	0	0	1
153653000000000	Mon Jun 13 16:59:14 +0000 2022	ActualidadBotG	Ya van dos semanas que sigo esperando respuesta de Huawei, prometen cupones y cuando los pides te ignoran por teléfono, correos y su chat. Qué horrible que traten así a sus clientes #HuaweiNoCumple	903	0	0	1
153653000000000	Mon Jun 13 15:45:24 +0000 2022	HuaweiMobileCAN	Se te traba un poco el huawei ya comadre, no puedo ver tu fabulosa vida así	9881	0	1	0
153653000000000	Mon Jun 13 15:37:55 +0000 2022	batioscar9	RT @QuieroProZaac: El robo de una MacBook pro mini y un celular Huawei p40lite plateado  así como unos tenis nuevos de caballero en caja ,m…	230	0	0	0
153653000000000	Mon Jun 13 15:29:56 +0000 2022	icelabp	Corre ????? y descubre ?? la experiencia PUBG MOBILE con App Gallery en Huawei #PUBGMxAppGallery  *Promoción válida sólo en Chile* https://t.co/qkSwnCVP6u	306	0	0	0
153653000000000	Mon Jun 13 15:28:53 +0000 2022	MARCIANOPHONE	Me niego a comprar un iPhone ??, amigos conocedores ¿qué Xiaomi o Huawei, en relación con su cámara, saldrá excelente?	319388	1	1	0
153653000000000	Mon Jun 13 15:24:50 +0000 2022	juls_Pc	@fcojalmeidab @Karen_Minda @LeonidasIzaSal1 Bueno,la mayoría de celulares se fabrican en China ( Huawei,incluido Iphones, Xiaomi, lenovo, etc.) a excepción de Samsung que se los fabrica en Asia ( Corea del Sur y Vietnam), ahí se las dejo	5395	0	0	0
153653000000000	Mon Jun 13 14:56:25 +0000 2022	Borre	MateBook E, la nueva laptop convertible de Huawei https://t.co/ElFiKcluvV https://t.co/AvAFQ4MJvL	887	0	0	0
153653000000000	Mon Jun 13 14:40:50 +0000 2022	BogdanYosava	@mamaconstruye @Hedubardo Tengo un Huawei con Android 4 desde 2016. No soporta casi ninguna de las apps de hoy día. Igual, hasta que se pueda, lo mantendré.	1067	0	1	0
153653000000000	Mon Jun 13 14:40:21 +0000 2022	edith55305624	LA UTN FIRMÓ UN CONVENIO MARCO CON LA EMPRESA HUAWEI  ????La UTN y @Huawei firmaron un convenio para conformar una alianza estratégica y coordinar distintas acciones de carácter formativo, pasantías, oportunidades para jóvenes profesionales, entre otras iniciativas. https://t.co/wNNQaIYLDC	0	0	0	0
153653000000000	Mon Jun 13 14:39:39 +0000 2022	rcnmundo	@DIVCreativo Mis primeros curros en fotografía fueron con un huawei p20 pro en un partido político. Con eso lo digo todo.	196251	0	0	0
153653000000000	Mon Jun 13 14:39:34 +0000 2022	rcnmundo	Pues si tiene lo suyo el Maps de Huawei...  ??... https://t.co/xYHm38ujKL	196251	1	1	0
153653000000000	Mon Jun 13 14:39:10 +0000 2022	rcnradio	@_anacampos @Naturalezaymas_ @RodolfoReus Muy padre la foto.. pero creo que pueda tener algo de edición, ya que esa imagen y otras parecidas, se  usaron para publicitar la campaña del P10 de Huawei https://t.co/2L0xacamyu	3291312	1	1	0
153653000000000	Mon Jun 13 14:23:57 +0000 2022	SceuUtn	RT @paosorsha: Desde hace unos días he cambiado a internet Win, sin costo de instalación y con un amplificador de señal de Huawei incluido.…	96	0	0	0
153653000000000	Mon Jun 13 14:13:55 +0000 2022	icabieces	Ya es la segunda vez que mi teléfono sobrevive perfectamente después de caer en agua, primero en una bañera con agua y ayer en un charco de agua. Ha sobrevivo caídas de escaleras incluso, Huawei. Hierba mala nunca muere.	873	1	1	0
153653000000000	Mon Jun 13 14:08:33 +0000 2022	Dr_Oskar	RT @Emprendedores: #Emprendedores   Las emprendedoras debaten sobre gestión del tiempo y salud en los Encuentros con Huawei - https://t.co/…	1052	0	0	0
153653000000000	Mon Jun 13 14:02:07 +0000 2022	EdfraOct	Huawei presenta innovaciones que revolucionarán la IA, 5G y la experiencia de usuario  https://t.co/F8c0CK6g6F   @Huawei https://t.co/xQF0fVl9w5	28	0	0	0
153653000000000	Mon Jun 13 13:59:11 +0000 2022	AdrJS	@HuaweiSpain La palabra es corrupción, la palabra que mejor define a Huawei España @HuaweiSpain	861	0	0	0
153653000000000	Mon Jun 13 13:57:08 +0000 2022	Elena_Estevez	Help alguien que me ayude, mi celular es huawei por lo tanto no tiene servicios de google y pues ahora no puedo entrar a ninguna app de votación si no tengo el servicio, alguien que tenga huawei sabe como puedo poner el servicio a mi celular o que se yo. ?? https://t.co/TbwQqjAedC	504	0	1	0
153653000000000	Mon Jun 13 13:27:58 +0000 2022	autonomadechile	@HuaweiMobileCo cuando habrá una actualización de software para el Huawei Y9 2019 en Latinoamérica?	21836	0	0	0
153653000000000	Mon Jun 13 13:17:56 +0000 2022	caballeronoctu3	Huawei comparte características a tener en cuenta para comprar smartphones de gama premium https://t.co/EyFnSiU0yw	129	0	0	0
153653000000000	Mon Jun 13 13:17:35 +0000 2022	Atilaa27	Huawei patenta Procesador cuántico, Problemas al actualizar a Emui y Pro... https://t.co/b8FVqJCQcT a través de @YouTube	1916	0	0	0
153653000000000	Mon Jun 13 13:12:00 +0000 2022	jenarovillamil	@magicskjn algo bueno de huawei pero a veces con tw se traba	606507	1	1	0
153653000000000	Mon Jun 13 12:29:01 +0000 2022	xatakaseleccion	@AgataaDominguez JAJAJAJAJAJA Lo tengo pero carga 1% cada 30 minutos jajajaja necesito un cargador huawei O R I G I N A L	5053	0	0	0
153653000000000	Mon Jun 13 09:44:11 +0000 2022	alfred06991	Ya me disculpé con Kia porque sí la regañé jsjsjs, claramente le valió tres hectáreas de camote, pero ya hasta la dejé subirse a mi cama a mimir ??  Btw mis respetos a los freebuds de Huawei, qué aguanteeeee tienen, como se me han caído y siguen sonando perrisimo ????	287	1	1	0
153653000000000	Mon Jun 13 07:25:35 +0000 2022	mancku	@HuaweiMobileCo por fin me pude deshacer de ese teléfono inservible Huawei Y9a. Fueron los peores 7 meses de mi vida sin Google. Es tan emocionante volver a tener de todo sin limitaciones.	537	0	1	0
153653000000000	Mon Jun 13 07:25:23 +0000 2022	OfertitasDiaria	Huawei Watch GT 3 Pro: este smartwach ofrece el software HarmonyOS 2 y su precio puede que no esté al alcance de todos los usuarios https://t.co/UDx9su9nMD https://t.co/Z2Mq9FiJF4	711	0	1	0
153653000000000	Mon Jun 13 07:07:00 +0000 2022	computerhoy	@wildriftLATAM  Alguno sabe la solución para este problema , todos los usuarios de Huawei tienen este problema, ya hace meses, porque ai aún se sabe que no hay tienda de Google en Huawei y que existe en la #AppGalery , y no dejan tampoco descargar de otra	248855	0	0	0
153653000000000	Mon Jun 13 07:04:23 +0000 2022	EsPlateada	@DiesClara Yo tengo una Huawei con su lápiz de presión y me va genial (también odio aple). Lo malo de las tablets para mí es que echo en falta las teclas para cambiar cosas, pero luego ver el dibujo tiene su comodidad también	19	1	1	0
153653000000000	Mon Jun 13 06:59:29 +0000 2022	mirandan604	Huawei Watch GT 3 Pro: este smartwach ofrece el software HarmonyOS 2 y su precio puede que no esté al alcance de todos los usuarios https://t.co/jsmbe9TgkM	35	0	1	0
153653000000000	Mon Jun 13 06:18:04 +0000 2022	soportelecos	lo mal que anda mi celular y yo pensando en cambiar un motorola por otro motorola como te extraño huawei dale todos mis datos al gobierno chino	628	1	1	0
153653000000000	Mon Jun 13 05:48:48 +0000 2022	nincobo9	ay k horribles los emjisde huawei	338	0	1	0
153653000000000	Mon Jun 13 05:42:39 +0000 2022	guadarvmrr	@HUAWEI_TECH4ALL tres razones que hacen de nuestra estructura financiera la más apreciada y ventajosa del mundo: - nuestra rapidez en el análisis de los archivos de los clientes - nuestra tasa porcentual que ahora es del 2% - tarifas de solicitud gratuita	295	0	0	0
153653000000000	Mon Jun 13 05:41:49 +0000 2022	LauraCa19697811	@softewon @yeontrucas Yo a veces no le puedo responder porque aunque le activé las notis y todo mi celular deficiente es un Huawei PERO SI IGUAL	253	0	1	0
153653000000000	Mon Jun 13 05:38:07 +0000 2022	chefermart	Peor, los pendejos que toman selfies tapando sus pinches jetas con sus Huawei. https://t.co/KuYJn7ZUTV	150	0	0	0
153653000000000	Mon Jun 13 05:33:33 +0000 2022	repicatrompo	Weeey me caga, por que me aparecen tweets de hace días, mi Huawei me cargaba todo recientito.??	5377	1	1	0
153653000000000	Mon Jun 13 05:32:22 +0000 2022	bokitosii	Pero el niño queria HUAWEI xddd	43	0	1	0
153653000000000	Mon Jun 13 05:12:37 +0000 2022	CarmenEspa3	RT @notjosemiguel: escucharon eso???? sonó un huawei	189	0	0	0
153653000000000	Mon Jun 13 05:05:56 +0000 2022	Dosielux	Bug, o incompatibilidad por usar cargador de huawei ??, lo se soy un pillo. #iOS16 #beta https://t.co/ejjkyD9F4o	59	0	0	0
153653000000000	Mon Jun 13 05:03:54 +0000 2022	ExpertoAbsoluto	RT @dtureo: Bueno, definitivamente Boric no espanto la inversión en Chile menos el borrador de la nueva constitución ?????? #RadiografiaConsti…	870	0	0	0
153653000000000	Mon Jun 13 04:32:20 +0000 2022	mykarenwreckd	escucharon eso???? sonó un huawei	66	0	0	0
153653000000000	Mon Jun 13 04:30:08 +0000 2022	RodRuiz0	Encontré una aplicación muy buena en AppGallery. ¡Pruébela! https://t.co/DOe6ccw822 https://t.co/Cs4KTbibcI	809	1	1	0
153653000000000	Mon Jun 13 04:08:19 +0000 2022	rifamaniasiglo	Tu puta madre teclado de mierda, es arrobar, con b grande coñooooo, FUCK YOU HUAWEI.	5	0	1	0
153653000000000	Mon Jun 13 02:59:47 +0000 2022	CharcasIbarra	RT @QuieroProZaac: El robo de una MacBook pro mini y un celular Huawei p40lite plateado  así como unos tenis nuevos de caballero en caja ,m…	3851	0	0	0
153653000000000	Mon Jun 13 02:56:28 +0000 2022	blaberon	@josemanong @RossoArturo @Ihsf16 Yo he tenido Huawei (antes del peo con USA) y ahora me quedé en samsung y hasta ahora no he tenido problemas o algo que envidiar a los iPhone	1566	1	1	0
153653000000000	Mon Jun 13 02:47:13 +0000 2022	KiritoXd01	Huawei anuncia que construirá su tercer data center en Chile con inversión de unos US$ 100 millones  https://t.co/ObRVIdvJaB  #data #chile	43	0	0	0
153653000000000	Mon Jun 13 02:45:16 +0000 2022	dtureo	@_Just_Fly Tal como dijeron más arriba, el Xiaomi, anda re bien, el de Huawei, te da menos rango	959	0	1	0
153653000000000	Mon Jun 13 01:07:23 +0000 2022	AdryHuaw	Huawei Nova Y70 Review: lo bueno y lo malo del smartphone https://t.co/rwrg2CcX3j	21	0	0	0
153653000000000	Mon Jun 13 01:06:24 +0000 2022	ojrojasp	@HBOMaxLA POR DIOS HAGAN COMPATIBLES A LOS TELÉFONOS HUAWEI CON LA APLICACIÓN ??????	1266	0	1	0
153653000000000	Mon Jun 13 01:00:22 +0000 2022	dpl_tech	My HUAWEI: todo lo que necesitas en un solo lugar https://t.co/Wmhet9kdcx #vidadigital	1765	0	0	0
153653000000000	Mon Jun 13 00:09:19 +0000 2022	transmediachile	Buenas noticias, me prestaron un huawei p20 mientras ahorro para reparar mí móvil, ya puedo moverme por redes más seguido qvq	42554	1	1	0
153653000000000	Mon Jun 13 00:07:08 +0000 2022	Edinson50368698	@galiindo13 Eso hubiera sucedido sin dudas con un Huawei	234	0	0	0
153653000000000	Mon Jun 13 00:00:04 +0000 2022	HuaweiMobileCo	Se vienen nuevos precios en cambios de pantalla de Huawei ??   #pricedrop #huawei #reparacion #iPhone911	140650	0	0	0
153653000000000	Sun Jun 12 23:57:27 +0000 2022	Herbert00_	@FeelinkHS Padre, ten por seguro q Huawei no, te va a costar un huevo poder instalar HS xD	242	0	1	0
153653000000000	Sun Jun 12 23:55:48 +0000 2022	PlusNichi	Pues no tiene nada que ver eso ?? la gente millonaria un día sale con un iPhone y otro con un Android de alta gama. X ejemplo yo  tengo iPhone 12, muchos androide, iPad. De donde se twittea no tiene nada que ver. Tomaría su foto con iphone 13promax y la subió desu huawei p40 pro. https://t.co/Ws7BdqaLUG	1140	0	0	0
153653000000000	Sun Jun 12 23:54:54 +0000 2022	meddle2010	RT @EmprendedorNot: Esta es la #historia que se narra los inicios, éxitos y altibajos de la compañía china fundada en 1987 por Ren Zhengfei…	963	0	0	0
153653000000000	Sun Jun 12 23:21:16 +0000 2022	MS999935	@Santtiago98 @Citibanamex ¡Hola, santiago! Gracias por comunicarte a Huawei. Para poder brindarte la información de tus aplicaciones favoritas, te invitamos a enviarnos un mensaje directo. Estamos para servirte.	170	0	0	0
153653000000000	Sun Jun 12 23:16:07 +0000 2022	iPhone911sv	RT @pirriconban88: me bastan un huawei destrozado de hace casi 3 años y una habitacion que parece el zulo de Ortega Lara, para ser el mejor…	10733	1	1	0
153653000000000	Sun Jun 12 23:15:11 +0000 2022	fastecks	me bastan un huawei destrozado de hace casi 3 años y una habitacion que parece el zulo de Ortega Lara, para ser el mejor tuitero de la historia https://t.co/kNp7XsezeK	172	1	1	0
153653000000000	Sun Jun 12 23:11:42 +0000 2022	TriittonHB	Esta es la #historia que se narra los inicios, éxitos y altibajos de la compañía china fundada en 1987 por Ren Zhengfei. ¡Ahora es una empresa mundialmente famosa! https://t.co/a1GIrzr00L	734	0	0	0
153653000000000	Sun Jun 12 23:10:28 +0000 2022	wipamx	Los políticos d occidente son muy pendejos o muy soberbios,o ambos?cuando aplicaron sus tácticas d bloqueo a #Huawei lo único q consiguieron fue q la ind.d Smarphones asceleraran su independencia d Android o al menos no depender d éstos al 100%... https://t.co/Qim0Kj7g4D	731	0	0	0
153653000000000	Sun Jun 12 23:09:15 +0000 2022	HuaweiMobileMx	@migueldelrioabg Oiganlo en su propia voz  https://t.co/raKJXTRa5N	197869	0	0	0
153653000000000	Sun Jun 12 23:04:08 +0000 2022	anarcogitana	@blanquita1406 @Osmejamen @migueldelrioabg Oigalo de la voz de Clara López  Ridícula, ciega y sorda, Petro la tiene atembada  https://t.co/raKJXTRHVl	1304	0	0	0
153653000000000	Sun Jun 12 23:02:25 +0000 2022	pirriconban88	@FeelinkHS Pues yo he usado modelos huawei recientemente y han salido muy buenos el que uso actualmente es huawei y9 y en cuanto a las caídas hay buenas carcasas protectoras de uso rudo es mi humilde opinión Padre del Value	943	1	1	0
